Date,AAPL,AMZN,GOOGL,MSFT,TSLA,^GSPC
2024-11-26,233.56771850585938,207.86000061035156,168.1490478515625,422.9723205566406,338.2300109863281,6021.6298828125
2024-11-27,233.4385528564453,205.74000549316406,168.2583770751953,418.0308837890625,332.8900146484375,5998.740234375
2024-11-29,235.8233184814453,207.88999938964844,167.97999572753906,418.49542236328125,345.1600036621094,6032.3798828125
2024-12-02,238.0689697265625,210.7100067138672,170.5054168701172,425.92724609375,357.0899963378906,6047.14990234375
2024-12-03,241.1095428466797,213.44000244140625,170.35629272460938,426.14471435546875,351.4200134277344,6049.8798828125
2024-12-04,241.4672393798828,218.16000366210938,173.36888122558594,432.2917785644531,357.92999267578125,6086.490234375
2024-12-05,241.49705505371094,220.5500030517578,171.6488037109375,437.4308166503906,369.489990234375,6075.10986328125
2024-12-06,241.29832458496094,227.02999877929688,173.70693969726562,438.36962890625,389.2200012207031,6090.27001953125
2024-12-09,245.18350219726562,226.08999633789062,174.5629425048828,440.79095458984375,389.7900085449219,6052.85009765625
2024-12-10,246.19703674316406,225.0399932861328,184.31787109375,438.1324462890625,400.989990234375,6034.91015625
2024-12-11,244.9251708984375,230.25999450683594,194.5008087158203,443.72613525390625,424.7699890136719,6084.18994140625
2024-12-12,246.38584899902344,228.97000122070312,191.07664489746094,444.2893981933594,418.1000061035156,6051.25
2024-12-13,246.55474853515625,227.4600067138672,188.94647216796875,442.0262451171875,436.2300109863281,6051.08984375
2024-12-16,249.44627380371094,232.92999267578125,195.7550048828125,446.29559326171875,463.0199890136719,6074.080078125
2024-12-17,251.87075805664062,231.14999389648438,194.5207061767578,449.1319885253906,479.8599853515625,6050.60986328125
2024-12-18,246.4752655029297,220.52000427246094,187.5330047607422,432.2621154785156,440.1300048828125,5872.16015625
2024-12-19,248.20419311523438,223.2899932861328,187.6425018310547,431.90631103515625,436.1700134277344,5867.080078125
2024-12-20,252.8743896484375,224.9199981689453,190.52914428710938,431.48138427734375,421.05999755859375,5930.85009765625
2024-12-23,253.64942932128906,225.05999755859375,193.7343292236328,430.1471862792969,430.6000061035156,5974.06982421875
2024-12-24,256.56085205078125,229.0500030517578,195.20751953125,434.17938232421875,462.2799987792969,6040.0400390625
2024-12-26,257.37554931640625,227.0500030517578,194.6998748779297,432.9736633300781,454.1300048828125,6037.58984375
2024-12-27,253.96739196777344,223.75,191.8729248046875,425.4825134277344,431.6600036621094,5970.83984375
2024-12-30,250.59890747070312,221.3000030517578,190.3599395751953,419.84930419921875,417.4100036621094,5906.93994140625
2024-12-31,248.8302001953125,219.38999938964844,188.42886352539062,416.5583801269531,403.8399963378906,5881.6298828125
2025-01-02,242.3019256591797,220.22000122070312,188.55825805664062,413.6726379394531,379.2799987792969,5868.5498046875
2025-01-03,241.8150177001953,224.19000244140625,190.90740966796875,418.38671875,410.44000244140625,5942.47021484375
2025-01-06,243.44461059570312,227.61000061035156,195.9640350341797,422.83392333984375,411.04998779296875,5975.3798828125
2025-01-07,240.67233276367188,222.11000061035156,194.59039306640625,417.418212890625,394.3599853515625,5909.02978515625
